12, 76, 85, 116, 144, 149, 156, 253, 256, 318, 336, 338, 393, 419, 456, 494, 634, 642, 671, 682, 703, 729, 773, 795, 840, 847, 864, 883, 940, 1001, 1005, 1009
92, 118, 121, 149, 168, 204, 224, 255, 290, 384, 407, 445, 448, 451, 456, 505, 537, 546, 564, 576, 611, 647, 651, 660, 722, 802, 879, 919, 935, 943, 949, 960
9, 81, 99, 135, 143, 146, 197, 253, 286, 296, 321, 358, 393, 404, 407, 459, 480, 491, 524, 551, 561, 566, 588, 614, 682, 795, 830, 840, 883, 894, 1000, 1006
112, 122, 188, 197, 255, 277, 316, 333, 365, 462, 493, 571, 588, 609, 620, 632, 644, 659, 667, 684, 705, 707, 735, 795, 802, 820, 838, 941, 944, 969, 985, 991
26, 80, 83, 105, 118, 139, 208, 210, 252, 255, 350, 352, 366, 378, 453, 460, 580, 583, 593, 597, 650, 693, 727, 765, 768, 850, 859, 902, 904, 999, 1010, 1017
40, 172, 188, 202, 285, 292, 327, 338, 354, 374, 454, 520, 524, 569, 570, 612, 623, 641, 683, 691, 699, 725, 727, 785, 853, 871, 891, 970, 973, 979, 991, 1010
57, 68, 83, 117, 168, 177, 245, 324, 326, 349, 362, 381, 389, 438, 454, 483, 525, 555, 578, 630, 631, 633, 683, 697, 734, 837, 857, 904, 932, 974, 1019, 1020
70, 113, 120, 122, 169, 211, 232, 266, 293, 316, 320, 350, 378, 387, 419, 423, 444, 446, 472, 539, 543, 547, 566, 571, 611, 614, 627, 820, 854, 859, 974, 1023
10, 17, 39, 84, 95, 165, 175, 264, 311, 325, 364, 368, 378, 425, 426, 461, 518, 583, 641, 666, 680, 681, 684, 694, 720, 728, 734, 775, 816, 819, 827, 977
12, 63, 65, 142, 159, 175, 191, 206, 267, 293, 362, 384, 408, 409, 447, 455, 489, 505, 513, 535, 538, 578, 597, 603, 636, 685, 729, 744, 882, 911, 967, 1009
11, 67, 102, 106, 109, 148, 198, 247, 286, 311, 323, 340, 415, 440, 445, 514, 521, 600, 625, 627, 640, 665, 713, 765, 811, 821, 854, 866, 885, 908, 913, 979
31, 35, 70, 77, 154, 155, 184, 211, 253, 256, 285, 337, 348, 391, 411, 441, 464, 479, 491, 594, 667, 668, 734, 743, 775, 786, 810, 811, 876, 906, 991, 1013
22, 42, 61, 96, 104, 143, 165, 198, 223, 267, 280, 319, 357, 428, 473, 489, 534, 547, 565, 567, 726, 772, 832, 901, 911, 931, 932, 934, 936, 982, 1003, 1016
20, 52, 102, 119, 214, 225, 258, 279, 280, 287, 410, 479, 488, 525, 534, 543, 583, 614, 685, 689, 736, 744, 755, 763, 833, 839, 883, 951, 966, 973, 978, 990
68, 73, 179, 183, 228, 234, 239, 274, 276, 316, 336, 430, 445, 447, 453, 476, 501, 535, 549, 609, 674, 685, 690, 781, 801, 855, 879, 944, 962, 982, 983, 994
40, 53, 56, 68, 152, 156, 170, 186, 292, 303, 320, 361, 397, 398, 458, 474, 618, 645, 727, 740, 745, 747, 843, 844, 868, 888, 919, 933, 955, 972, 979, 1010
