333, 448, 660, 722, 1456, 1501, 1553, 1562, 1744, 1848, 2187, 2344, 2418, 2660, 2923, 3199, 3601, 3673, 3800, 4050, 4214, 4267, 4807, 4929, 4933, 5056, 5472, 5667, 5990, 6088, 6365, 6421, 6680, 6716, 7224, 7236, 7539, 7556, 7557, 8105, 8237, 8382, 9089, 9733, 9798, 10018, 10251, 10338, 10568, 10744, 10777, 11606, 12087, 12199, 12326, 12565, 12592, 12815, 12921, 12964, 13342, 13518, 13698, 13814, 14124, 14281, 14735, 14902, 14915, 15152, 15602, 15633, 15646, 15828, 16068, 16972, 17132, 17284, 17612, 17912, 18097, 18325, 18328, 19025, 19232, 19545, 19632, 19771, 19872, 20828, 21546, 21933, 22006, 22183, 22201, 22369, 22817, 23167, 23364, 23369, 23732, 23822, 23826, 24087, 24242, 24544, 24643, 24710, 24907, 25196, 25493, 25559, 25603, 26138, 26255, 26445, 26524, 26991, 27179, 27308, 27642, 28481, 29517, 29547, 29561, 29908, 29915, 29947, 30339, 30496, 30589, 31027, 31615, 31860, 32205, 32230, 33508, 34373, 34506, 34775, 35029, 35982, 36031, 36267, 36496, 36665, 36788, 36810, 37099, 37404, 37957, 38241, 38418, 38476, 38778, 38898, 39552, 39847, 40317, 40425, 40557, 40703, 40817, 41005, 41351, 41356, 41529, 41611, 42791, 43444, 43683, 43750, 43860, 44462, 44755, 44925, 45099, 45394, 45548, 45559, 45664, 45740, 45750, 45803, 46111, 46278, 46608, 46710, 46865, 46974, 47254, 47397, 47655, 47854, 48062, 48442, 48566, 48792, 49375, 49416, 49898, 50055, 50059, 50074, 50100, 50101, 50443, 50802, 51125, 51243, 51389, 51535, 51566, 51916, 52162, 52735, 54181, 54253, 54691, 55307, 55500, 55562, 56174, 56221, 56701, 56853, 56863, 57067, 57570, 57821, 58014, 58281, 58467, 58830, 59325, 59586, 59710, 60659, 60765, 61670, 61843, 61899, 62184, 62291, 62442, 62691, 62780, 63098, 63246, 63474, 63904, 64494, 64648, 65183, 65265, 65303
375, 379, 395, 615, 719, 798, 974, 1729, 2118, 2372, 3112, 3215, 4112, 4477, 4544, 4621, 4859, 5015, 5153, 5268, 5467, 5860, 5872, 6290, 6391, 6463, 6593, 6694, 6863, 7010, 7389, 7626, 7925, 8182, 9188, 9354, 9632, 9916, 10043, 10190, 10213, 10701, 10996, 11005, 11179, 12288, 12421, 13098, 13766, 13890, 14250, 14770, 14993, 16152, 16255, 16649, 16668, 17448, 17591, 18030, 18162, 18243, 18248, 18257, 18334, 18579, 18614, 18742, 19181, 21224, 21722, 21989, 23316, 23400, 23862, 23976, 24356, 24615, 24998, 25026, 25094, 25323, 25359, 25714, 25757, 26197, 26826, 26967, 27135, 27868, 28107, 28192, 28247, 28936, 29081, 29161, 29730, 30229, 30323, 30326, 30620, 30666, 31006, 31092, 31637, 31726, 31985, 32076, 32095, 32382, 32474, 32517, 32865, 33062, 33361, 34045, 34091, 34385, 34812, 34926, 35106, 35461, 35466, 35509, 36015, 36230, 36370, 36375, 36851, 37063, 37923, 38003, 38298, 38657, 38723, 38894, 39064, 39067, 39308, 39487, 39718, 39937, 40151, 40660, 40969, 41144, 41211, 41667, 41774, 41783, 42346, 42403, 42841, 42864, 43050, 43198, 43234, 43361, 43410, 43458, 43495, 43947, 44323, 44358, 44444, 44846, 45390, 45407, 45418, 45561, 45656, 45716, 46076, 46240, 46252, 46540, 46580, 46724, 46817, 46843, 46866, 46978, 47121, 47694, 47707, 48199, 48598, 48725, 48821, 50374, 50508, 50536, 50670, 51170, 51364, 51962, 52268, 52459, 52590, 52709, 52755, 52833, 53163, 53333, 53438, 53439, 53984, 54093, 54866, 55358, 55465, 55512, 55537, 55765, 55910, 56023, 56204, 56224, 56473, 56531, 56564, 56967, 57812, 57861, 57966, 58068, 58141, 58825, 58983, 59026, 59109, 59119, 59267, 59601, 59705, 60824, 61076, 61284, 61707, 61982, 62549, 62621, 62768, 63014, 63494, 63783, 63872, 64029, 64036, 64091, 64385, 64517, 64754, 64762, 64786, 64930
978, 1365, 1800, 1940, 2269, 2401, 2588, 2718, 3323, 3687, 3884, 4026, 4234, 4332, 4643, 4903, 5949, 6619, 6700, 6704, 7112, 7259, 7276, 7351, 7937, 7975, 8224, 8275, 8547, 9192, 9363, 9595, 9632, 9833, 10147, 10480, 10558, 10657, 10896, 10953, 11863, 12343, 12352, 12375, 12588, 12690, 12857, 13074, 13520, 13606, 13931, 13957, 14242, 14373, 14440, 14840, 14983, 15026, 15283, 15698, 15966, 16541, 16601, 17024, 17092, 17173, 17212, 17558, 17560, 17617, 17682, 17899, 18145, 18162, 18664, 18766, 19080, 19595, 20112, 20119, 20328, 20450, 20536, 21603, 21740, 21937, 22080, 22107, 22112, 22360, 22766, 22961, 23072, 23286, 23500, 23627, 23754, 24026, 24268, 24357, 24483, 24535, 24669, 25049, 25961, 26028, 26039, 26202, 27133, 27275, 27425, 27575, 28026, 28106, 28292, 28355, 28714, 28719, 29388, 29472, 29605, 29733, 30176, 30778, 31542, 31834, 32220, 32359, 32600, 33161, 33227, 33345, 33370, 33408, 34632, 34785, 35023, 35239, 35422, 36343, 36425, 37156, 37298, 37522, 37582, 37725, 37743, 38114, 38650, 38757, 38826, 38935, 39064, 39123, 39156, 40054, 40499, 40793, 41415, 41455, 41568, 41678, 41812, 42296, 42547, 42567, 42661, 43537, 43595, 44000, 44087, 44362, 44733, 45080, 45365, 45702, 46379, 46716, 46849, 47197, 47360, 47438, 47467, 47832, 48092, 48104, 48112, 48141, 48285, 48421, 48668, 48832, 48943, 49143, 49327, 49422, 49437, 49443, 49759, 49912, 50025, 50057, 50496, 50595, 50758, 51125, 51466, 51688, 51887, 52001, 52076, 52442, 53315, 53443, 54033, 54138, 54172, 54181, 54231, 54378, 54433, 54661, 54880, 54965, 55430, 55819, 56740, 56812, 57526, 58510, 58738, 59086, 59431, 59628, 59702, 60496, 60754, 60988, 61196, 61268, 62216, 62388, 62735, 63187, 63776, 63872, 63920, 64081, 64159, 64183, 64288, 64310, 64465, 64595, 64827, 65412
71, 306, 400, 647, 779, 1356, 2250, 2255, 2262, 2307, 2530, 2658, 2677, 3183, 3872, 4094, 4201, 4520, 5020, 5239, 5561, 5872, 6841, 6929, 7177, 7343, 7887, 7943, 7967, 8064, 8137, 9734, 9792, 10015, 10136, 10176, 10552, 10814, 10979, 11624, 11658, 11896, 12051, 12249, 13167, 13239, 13421, 13841, 14012, 14466, 14606, 14714, 14739, 14853, 15075, 15631, 15826, 15965, 15994, 16082, 16240, 16319, 16756, 17021, 17508, 17950, 18423, 18865, 19130, 19243, 19507, 19957, 20170, 20314, 20422, 20681, 20821, 21310, 21758, 22182, 22197, 22293, 22323, 22602, 22946, 23089, 23350, 23410, 23814, 23850, 23944, 24131, 24215, 24249, 25085, 25509, 25926, 26463, 26507, 27445, 27525, 27538, 27548, 27766, 28023, 28031, 28161, 28326, 28395, 28452, 28471, 28927, 29017, 29201, 29709, 29785, 29938, 30177, 30510, 30538, 31252, 31344, 31896, 31943, 32075, 33193, 33305, 33389, 33608, 34918, 34928, 34931, 35054, 35250, 35744, 35762, 35987, 36097, 36415, 36538, 36967, 37138, 37332, 37526, 37536, 38238, 38988, 39023, 39499, 39652, 39864, 40441, 40667, 40815, 40944, 41061, 41315, 41545, 41790, 42094, 42751, 42798, 43164, 43476, 43567, 43588, 43738, 43862, 44236, 44361, 44731, 45353, 45649, 45732, 45808, 45897, 45929, 45970, 46326, 46556, 46663, 46701, 46848, 47145, 48037, 48083, 48119, 48764, 49273, 49437, 49565, 49723, 49954, 50046, 50377, 51300, 51421, 51499, 51632, 51660, 51811, 52143, 52384, 53048, 53154, 53167, 53476, 54072, 54452, 54512, 54598, 54647, 54857, 55013, 55508, 55646, 55689, 55712, 55728, 55883, 56016, 57540, 57621, 57687, 57820, 57866, 58192, 58429, 59021, 59140, 59230, 59591, 60427, 60643, 60886, 60906, 61028, 61169, 61357, 61453, 61621, 62041, 62097, 62243, 62478, 62634, 62701, 62771, 63075, 63218, 63382, 64138, 64657, 64779, 65063, 65302
206, 242, 279, 824, 847, 1007, 1076, 1090, 1396, 1521, 1717, 2054, 2090, 2334, 2433, 2434, 2517, 2536, 2678, 2752, 2819, 3373, 3407, 3788, 4465, 4605, 4987, 5036, 5275, 5374, 5463, 5680, 5904, 6242, 6340, 6699, 6952, 7247, 7353, 7637, 7801, 8637, 8790, 9268, 9270, 9379, 9827, 10297, 10435, 10663, 11224, 11399, 11623, 12093, 12124, 13343, 13480, 13532, 13759, 13866, 14667, 14822, 15595, 15748, 16192, 16228, 16422, 16841, 16898, 17074, 17241, 17284, 17298, 17636, 17726, 18346, 18451, 18801, 18823, 19025, 19103, 19198, 19502, 19571, 19638, 19790, 19933, 20070, 20165, 20378, 21542, 21689, 22101, 22505, 22726, 22727, 22953, 23453, 23478, 23610, 24134, 24138, 24261, 24761, 25040, 25987, 26227, 26247, 27294, 27449, 27485, 27508, 28190, 28408, 29157, 29219, 29270, 29325, 29423, 29584, 29596, 29750, 29950, 30026, 30058, 30783, 30854, 30916, 31114, 31605, 31620, 31699, 32074, 32353, 32407, 32507, 33558, 33671, 34012, 34133, 34538, 34602, 34617, 34804, 35126, 35253, 35575, 35721, 35731, 36006, 36188, 36330, 36383, 36711, 36921, 37079, 37329, 37968, 37969, 38094, 38185, 39558, 39673, 39776, 40316, 40412, 40676, 41144, 41494, 41509, 41641, 41742, 41967, 42075, 42698, 42709, 43382, 43385, 43754, 43891, 44762, 44863, 44880, 45106, 45344, 45680, 45749, 45849, 45916, 46739, 47072, 47255, 47647, 47671, 48276, 48535, 49117, 49360, 50286, 50568, 50911, 51097, 51132, 51199, 51227, 51298, 51387, 51692, 51716, 51752, 52564, 53047, 53591, 53699, 53971, 54352, 54381, 54479, 54517, 54605, 55009, 55067, 55915, 56194, 56607, 57089, 57705, 57965, 58013, 58102, 58623, 58652, 58722, 58823, 59026, 59421, 59640, 60740, 61390, 61487, 62263, 62402, 62470, 62601, 62753, 62828, 62838, 63551, 63794, 63919, 63980, 64023, 64118, 64536, 64697, 64784
41, 55, 388, 443, 535, 775, 925, 1034, 1154, 1237, 1270, 1587, 1640, 2088, 3074, 4014, 4239, 4724, 4859, 4900, 5096, 5802, 5996, 6030, 6127, 6298, 6328, 6893, 7117, 7227, 7245, 7463, 7783, 8163, 8199, 8297, 9575, 9819, 9884, 9933, 10237, 10512, 10574, 11098, 11220, 11425, 11468, 11483, 11833, 12023, 12035, 12328, 13297, 13420, 13459, 13970, 14260, 14269, 14490, 14520, 14755, 14840, 14874, 15297, 15467, 15825, 15880, 16042, 16742, 16767, 16836, 17013, 17038, 17106, 17427, 17672, 17905, 17995, 18336, 18832, 19309, 19989, 20236, 20246, 20326, 20396, 21261, 21456, 21803, 22021, 22123, 22576, 22657, 24044, 24065, 24324, 24332, 24429, 24566, 24674, 25058, 25392, 25397, 25837, 25978, 26017, 26209, 26362, 26376, 26443, 26554, 26585, 26705, 26792, 26888, 27047, 27645, 28629, 28665, 28678, 29022, 29077, 29869, 29896, 30049, 30484, 30536, 30657, 30748, 31037, 31155, 31330, 31782, 31956, 32559, 32869, 33257, 33311, 34636, 34940, 35024, 35886, 36403, 36404, 38638, 38727, 39144, 39314, 39534, 39540, 39704, 40177, 40338, 40708, 40752, 41253, 41567, 42178, 42232, 42393, 42573, 42712, 42859, 42910, 43240, 43873, 43988, 44154, 44338, 44614, 44775, 44815, 45708, 46141, 46644, 46731, 46830, 47013, 47018, 47137, 47203, 48387, 48477, 48823, 49027, 49209, 49290, 49596, 50102, 50501, 50563, 50597, 50984, 51016, 51651, 51758, 51816, 52047, 52146, 52257, 52629, 52738, 53171, 53326, 53367, 53406, 53515, 53798, 53939, 54772, 54895, 54967, 55036, 55060, 55441, 55844, 55949, 56071, 56102, 56226, 56314, 56485, 56496, 56736, 56743, 57524, 57611, 57666, 57968, 58246, 59427, 60090, 60173, 61655, 62017, 62112, 62255, 62271, 62408, 62617, 62734, 62805, 62865, 62920, 63170, 63246, 63352, 64198, 64492, 64505, 64708, 64726, 64970, 65311, 65372, 65391
44, 64, 333, 419, 466, 491, 727, 932, 1186, 1209, 1898, 2009, 2106, 2262, 2602, 2608, 2892, 3036, 3246, 3395, 3436, 3948, 3971, 4573, 5355, 5677, 5761, 6218, 6254, 6302, 6547, 7148, 7675, 7808, 8766, 9506, 9879, 10441, 11181, 11486, 11583, 11713, 11818, 12161, 12220, 12245, 12251, 12317, 12451, 12735, 13249, 13326, 13633, 13864, 14434, 14721, 14751, 15038, 15327, 15656, 15674, 15950, 16205, 16385, 16562, 16597, 17062, 18207, 18456, 18771, 19116, 19124, 19677, 19681, 19784, 19928, 19951, 20097, 20229, 20370, 20990, 21273, 22622, 23360, 23501, 23604, 24247, 24398, 24916, 24934, 24996, 25703, 25771, 26018, 26311, 26341, 26710, 26937, 27255, 27283, 27302, 27878, 28035, 28228, 28388, 28458, 28786, 28789, 28843, 29080, 29629, 29952, 30045, 30055, 30119, 30352, 30934, 31645, 31766, 31807, 31912, 32286, 32496, 32834, 33616, 33793, 34246, 34983, 35071, 35119, 35589, 35628, 35885, 36246, 36306, 36822, 36962, 37024, 37255, 37309, 37441, 37458, 37696, 37921, 38178, 38349, 38699, 38700, 38993, 39382, 39892, 39929, 40299, 40385, 40625, 40715, 40856, 40875, 41090, 41185, 41415, 41913, 42008, 42181, 42919, 43419, 43552, 43665, 43738, 44572, 44582, 44623, 44937, 45215, 45222, 45829, 46032, 46165, 46224, 46611, 46651, 46846, 47138, 47521, 48412, 48582, 48622, 48667, 49034, 50037, 50918, 50961, 51151, 51229, 51283, 51374, 51513, 51762, 51976, 52125, 52344, 52454, 52738, 52801, 52825, 53077, 53107, 53499, 53563, 53770, 53846, 53928, 54079, 54501, 55234, 55282, 55480, 55765, 55900, 56284, 56687, 56784, 57053, 57348, 57546, 57796, 57860, 58022, 58330, 58432, 58583, 59066, 59341, 60618, 61258, 61366, 61508, 61509, 61940, 61969, 61988, 62141, 62591, 62613, 63080, 63121, 63382, 63472, 63853, 63884, 64048, 64233, 64807, 65051, 65223, 65491
12, 261, 436, 914, 991, 1169, 1353, 1360, 1599, 1980, 2311, 2603, 2669, 2676, 2832, 2854, 3335, 3644, 3924, 4152, 4154, 4573, 4671, 5038, 5527, 6095, 6584, 6592, 6791, 6965, 7067, 7126, 7241, 7266, 8015, 8226, 8744, 8977, 8993, 9227, 9432, 9624, 9969, 10034, 10089, 10367, 10606, 10820, 11342, 11412, 11526, 11710, 11785, 12157, 12729, 13134, 13370, 13689, 13751, 14392, 14552, 14908, 15989, 16119, 16141, 16287, 16943, 17798, 17814, 17840, 17847, 17930, 18199, 18564, 18717, 18746, 19217, 19934, 19949, 20143, 20653, 20881, 21050, 21106, 21703, 22601, 22686, 22709, 22853, 23107, 23410, 23464, 23997, 24208, 24386, 24400, 24527, 24660, 25366, 26112, 26420, 27626, 27670, 27990, 28599, 28661, 28767, 28793, 28796, 29023, 29035, 29045, 29126, 29497, 29918, 29937, 30225, 30601, 30852, 31279, 31330, 31450, 31518, 31568, 31598, 31657, 31683, 32474, 32475, 32684, 33178, 33254, 33277, 33840, 33931, 34241, 34322, 34469, 34618, 35052, 35512, 35576, 35980, 36146, 36172, 36264, 36513, 36515, 36667, 37297, 37422, 37449, 37881, 37976, 38282, 38369, 38453, 40248, 40382, 40531, 40570, 40714, 40999, 41306, 41610, 42033, 42516, 42983, 43020, 43141, 43244, 43398, 43893, 44261, 44317, 44547, 44658, 44911, 44919, 44998, 45609, 45858, 46123, 46233, 46481, 46638, 46963, 46978, 47772, 48104, 48148, 48490, 48551, 48633, 48997, 49069, 49314, 49630, 49689, 49887, 50417, 50486, 50820, 50958, 51147, 52122, 52153, 52540, 52812, 53043, 53684, 54010, 54920, 55243, 55454, 55522, 55532, 55568, 55916, 55942, 56061, 56096, 56424, 56537, 56851, 57236, 58002, 58032, 58100, 58126, 58598, 58930, 59079, 59276, 59859, 60011, 60190, 60602, 60742, 60963, 61407, 61427, 62360, 62361, 62438, 62632, 62867, 63297, 63625, 63713, 63766, 63838, 63839, 63903, 63965, 65357
13, 408, 574, 913, 949, 1611, 1881, 2516, 2828, 2847, 3018, 3264, 3306, 3895, 4252, 4325, 4348, 4509, 5136, 5368, 6357, 6705, 6707, 6733, 6945, 7998, 8199, 8221, 8260, 8421, 8496, 8507, 8696, 8837, 9108, 9145, 9407, 9907, 10058, 10153, 10200, 10606, 10980, 11268, 11870, 12171, 12286, 12318, 13604, 14095, 14199, 14379, 14556, 14816, 14898, 15116, 15239, 15480, 15705, 15734, 15773, 15933, 16054, 16058, 16187, 16606, 16778, 17143, 17282, 17688, 17929, 18297, 18320, 18336, 18463, 18498, 18692, 19197, 19271, 19349, 19448, 19787, 19884, 20084, 20686, 20814, 21463, 21559, 21685, 21735, 21869, 22180, 22534, 22579, 23049, 23290, 24340, 24368, 24646, 25273, 25408, 25656, 26387, 26426, 26632, 26686, 26821, 27371, 27610, 27910, 28072, 28086, 28245, 28388, 28400, 28559, 29014, 29076, 29201, 29355, 29769, 29903, 29919, 30005, 30258, 30597, 30682, 32098, 32453, 32543, 33134, 33426, 33441, 34038, 34124, 34772, 34859, 35161, 35267, 35375, 35386, 35526, 35612, 36334, 36769, 37148, 37190, 37484, 37785, 38229, 38414, 38440, 38688, 39074, 39266, 39862, 40242, 41167, 41347, 41420, 41547, 41609, 42593, 43117, 43261, 43970, 44286, 44296, 44861, 44974, 45715, 45775, 45788, 46086, 46598, 46672, 46686, 47370, 47392, 47402, 47696, 48088, 48527, 48579, 49066, 49760, 49793, 50039, 50375, 50896, 51143, 51189, 51486, 51513, 51597, 51639, 51699, 52029, 52069, 52390, 52455, 52670, 52692, 53536, 53698, 53939, 54221, 54449, 54559, 54560, 54995, 55045, 55337, 55414, 55637, 55650, 56028, 56226, 56673, 56820, 56886, 57002, 57535, 57626, 57629, 57964, 58010, 58052, 58127, 58670, 59025, 60059, 60113, 60390, 60397, 60489, 61220, 61266, 61548, 62002, 62006, 62286, 62572, 62720, 62896, 63126, 63188, 63292, 63549, 63561, 63865, 64221, 64636, 64902, 65424, 65442
242, 289, 305, 589, 1122, 1322, 1561, 1709, 1852, 2077, 2168, 2219, 2642, 2903, 3261, 3668, 3840, 4345, 4765, 4843, 4985, 5176, 5246, 5272, 5287, 5302, 5304, 5619, 5728, 5734, 5895, 6253, 6280, 6697, 6892, 7014, 7321, 7409, 7460, 7745, 8002, 8041, 8255, 8269, 8563, 8594, 8764, 9921, 10036, 10281, 10357, 10391, 10971, 11174, 11200, 11593, 11775, 11806, 11958, 12038, 12504, 12902, 13002, 13581, 13628, 13818, 14067, 14699, 14831, 15152, 15366, 15608, 15787, 15830, 16114, 16335, 16348, 16430, 16698, 17038, 17185, 17227, 17389, 17392, 17443, 17622, 17707, 17816, 17847, 17891, 18261, 18686, 18895, 19019, 19553, 19559, 19606, 19625, 20078, 20241, 20254, 20648, 20689, 20957, 21158, 21208, 21263, 21318, 21339, 21449, 21772, 21885, 22136, 22397, 22652, 22957, 23317, 23452, 23668, 24096, 24883, 24886, 25185, 25953, 26216, 26702, 27026, 27093, 27519, 27839, 28178, 29297, 29835, 29949, 30014, 30017, 30108, 30621, 30657, 30775, 31221, 32358, 32380, 32583, 32754, 33706, 34060, 34169, 34379, 35077, 35627, 35857, 35896, 36398, 36775, 36827, 37346, 38105, 38985, 39189, 39286, 40310, 40459, 41573, 42039, 42200, 42571, 43334, 43911, 44098, 44140, 44280, 44600, 44717, 45206, 45522, 45679, 45758, 45856, 45927, 46485, 46509, 47005, 47439, 47480, 48242, 48565, 49284, 49773, 51333, 51633, 51878, 51995, 52174, 52247, 52318, 52680, 52857, 52955, 53708, 53990, 54266, 54426, 54428, 54437, 54497, 55092, 55157, 55614, 55677, 55680, 55902, 55936, 56058, 56312, 56648, 56872, 57139, 57230, 57372, 57595, 57722, 57929, 58267, 58400, 58474, 58553, 58680, 59092, 59118, 59294, 59343, 59534, 59714, 60400, 61170, 61383, 61393, 61801, 61873, 62390, 62567, 62720, 62969, 63552, 63617, 63645, 63737, 63765, 63769, 64456, 64529, 64734, 64848, 64953, 65304
