12, 19, 28, 32, 53, 63, 67, 71, 87, 95
3, 9, 14, 23, 27, 38, 47, 49, 60, 90
4, 9, 20, 48, 57, 66, 71, 90, 95, 96
1, 6, 12, 19, 26, 31, 34, 38, 52, 58
5, 33, 36, 42, 46, 50, 64, 79, 83, 89
3, 16, 23, 31, 34, 59, 72, 79, 85, 88
23, 28, 62, 65, 67, 72, 77, 86, 96, 97
11, 15, 18, 22, 24, 26, 41, 83, 99, 100
5, 6, 23, 24, 34, 43, 46, 47, 58, 91
2, 43, 51, 58, 60, 72, 80, 82, 83, 93
10, 20, 23, 24, 43, 52, 54, 76, 83, 92
14, 28, 51, 54, 64, 68, 77, 92, 95, 100
4, 8, 18, 23, 27, 33, 36, 46, 51, 93
3, 17, 32, 34, 37, 53, 57, 67, 69, 81
17, 23, 33, 43, 47, 80, 85, 87, 88, 92
9, 34, 50, 54, 55, 56, 64, 70, 72, 73
2, 10, 11, 28, 31, 37, 43, 47, 60, 99
4, 21, 35, 39, 50, 65, 66, 75, 76, 80
3, 18, 21, 41, 50, 51, 58, 74, 76, 92
1, 2, 14, 26, 31, 44, 72, 82, 90, 97
36, 56, 59, 80, 83, 88, 91, 94, 95, 97
13, 18, 31, 33, 40, 46, 55, 63, 91, 93
10, 12, 34, 43, 44, 48, 51, 59, 63, 70
4, 9, 27, 36, 55, 70, 71, 77, 80, 95
8, 12, 18, 25, 27, 31, 33, 54, 83, 94
9, 11, 35, 39, 45, 54, 62, 73, 93, 95
8, 20, 40, 45, 54, 66, 76, 77, 88, 96
10, 25, 31, 48, 59, 66, 67, 75, 79, 93
3, 9, 21, 41, 63, 69, 73, 90, 95, 100
9, 13, 19, 22, 26, 29, 64, 70, 79, 85
3, 8, 11, 32, 35, 52, 63, 71, 73, 96
4, 17, 38, 45, 51, 57, 70, 71, 75, 77
1, 7, 9, 15, 24, 43, 51, 82, 90, 92
6, 11, 35, 36, 43, 45, 66, 70, 96, 100
10, 14, 24, 28, 33, 45, 50, 59, 74, 84
19, 21, 24, 28, 48, 63, 80, 83, 85, 97
19, 31, 37, 50, 56, 59, 63, 81, 82, 89
3, 5, 36, 54, 60, 71, 77, 84, 86, 91
1, 5, 11, 14, 22, 30, 64, 65, 82, 91
1, 2, 7, 8, 18, 38, 62, 63, 68, 75
9, 18, 35, 36, 41, 51, 53, 58, 71, 72
10, 28, 30, 35, 45, 54, 71, 78, 93, 96
8, 22, 30, 33, 37, 41, 85, 89, 97, 98
1, 8, 15, 22, 30, 38, 47, 78, 87, 92
1, 9, 17, 19, 24, 39, 60, 70, 79, 80
11, 18, 27, 32, 44, 45, 58, 59, 74, 81
16, 23, 25, 39, 51, 58, 71, 85, 92, 99
3, 4, 22, 31, 42, 52, 75, 80, 87, 99
15, 19, 32, 39, 43, 48, 59, 67, 73, 84
11, 19, 38, 57, 70, 71, 81, 93, 94, 100
9, 17, 22, 43, 47, 61, 65, 72, 84, 97
14, 15, 38, 48, 49, 59, 70, 82, 87, 91
16, 20, 23, 26, 27, 32, 51, 65, 67, 96
12, 31, 35, 46, 49, 59, 63, 68, 93, 94
18, 25, 27, 28, 31, 36, 53, 54, 70, 84
10, 12, 14, 38, 41, 42, 70, 81, 83, 98
12, 17, 18, 32, 34, 57, 68, 81, 95, 99
2, 13, 14, 21, 28, 36, 47, 54, 63, 75
